2013-12-01 01:24:50	CODE	6519	802083686	109.1.207.191	KO
2013-12-01 01:24:50	ALLOPASS-1042318	6519	802083686	109.1.207.191	KO
2013-12-01 01:25:19	CODE	alimas	802083686	109.1.207.191	KO
2013-12-01 01:25:19	ALLOPASS-1042318	alimas	802083686	109.1.207.191	KO
2013-12-01 01:25:44	CODE	6519	802083686	109.1.207.191	KO
2013-12-01 01:25:44	ALLOPASS-1042318	6519	802083686	109.1.207.191	KO
2013-12-01 01:26:06	CODE	6519	802083686	109.1.207.191	KO
2013-12-01 01:26:06	ALLOPASS-1042318	6519	802083686	109.1.207.191	KO
2013-12-01 04:50:39	CODE	M8275B25	883022047	78.231.170.189	KO
2013-12-01 04:50:39	ALLOPASS-1042318	M8275B25	883022047	78.231.170.189	KO-DOUBLON
2013-12-01 07:32:44	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:32:44	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK
2013-12-01 07:34:00	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:34:00	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:34:09	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:34:09	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:34:24	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:34:24	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:35:33	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:35:33	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:36:17	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:36:17	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:37:51	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:37:51	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:39:17	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:39:17	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:41:22	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:41:22	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:42:57	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:42:57	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:43:31	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:43:31	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:45:13	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:45:13	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:45:42	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:45:42	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:49:10	CODE	M85W3599	964089177	80.215.134.17	KO
2013-12-01 07:49:10	ALLOPASS-1042318	M85W3599	964089177	80.215.134.17	OK-24
2013-12-01 07:49:44	CODE	M433M934	670002944	90.84.146.222	KO
2013-12-01 07:49:44	ALLOPASS-1042318	M433M934	670002944	90.84.146.222	OK
